ANTALYA, TURKEY:36.9014:30.7917:1417
ANTANANARIVO, MADAGASCAR:-18.7967:47.4786:85
ANTA, PERU:-9.34722:W77.5983:202
ANTOFAGASTA, CHILE:-23.4444:W70.445:500
ANTSIRANANA, MADAGASCAR:-12.3492:49.2917:71
ANTSOHIHY, MADAGASCAR:-14.8986:47.9939:20
ANTWERP, BELGIUM:51.19:4.46278:204
ANURADHAPURA, SRI LANKA:8.30111:80.4281:36
AOMORI, JAPAN:40.7344:140.691:824
AQABA, JORDAN:29.6114:35.0181:375
ARACAJU, BRAZIL:-10.9839:W37.0703:181
ARACATUBA, BRAZIL:-21.1411:W50.4247:1167
ARAD, ROMANIA:46.175:21.3125:46
ARAK, IRAN:34.1403:49.8483:50
ARARACUARA, BRAZIL:-21.8119:W48.1328:1004
ARAR, SAUDI ARABIA:30.9072:41.1383:50
ARBOGA, SWEDEN:59.3864:15.9239:9
ARCACHON, FRANCE:44.5964:W1.11083:7
ARDABIL, IRAN:38.3261:48.4242:18
ARDMORE, USA:34.3031:W97.0194:134
AREQUIPA, PERU:-16.3408:W71.5831:69
ARICA, CHILE:-18.3483:W70.3386:50
ARMENIA, COLOMBIA:4.536307:W75.6723751:650
ARMSTRONG, CANADA:50.2903:W88.9097:5
ARNSBERG, GERMANY:51.4833:7.89917:193
ARUSHA, TANZANIA:-3.36778:36.6333:50
ARVIDSJAUR, SWEDEN:65.59:19.2817:4
ARVIKA, SWEDEN:59.6758:12.6392:10
ASAHIKAWA, JAPAN:43.6708:142.447:747
ASHIYA, JAPAN:33.8831:130.653:18
ASSIS, BRAZIL:-22.6383:W50.4558:460
ASTRAKHAN, RUSSIA:46.2833:48.0061:208
ASUNCION, PARAGUAY:-25.2397:W57.5189:128
ASWAN, EGYPT:23.9642:32.8197:1000
ASYUT, EGYPT:27.0464:31.0119:50
ATHENS, GREECE:37.9839412:23.7283052:38
ATLANTA, USA:33.6403:W84.4269:354
ATLANTIC CITY, USA:39.4575:W74.5769:44
ATSUGI, JAPAN:35.4544:139.45:93
AUBENAS-VALS-LANAS, FRANCE:44.5442:4.37194:14
AUCH, FRANCE:43.6878:0.601667:72
AUCKLAND, NEW ZEALAND:-37.0081:174.792:1086
AUGSBURG, GERMANY:48.425:10.9317:146
AUGUSTA, USA:44.3206:W69.7972:783
AURANGABAD, INDIA:19.8631:75.3981:139
AURILLAC, FRANCE:44.8914:2.42194:28
AUSTIN, USA:30.1944:W97.6697:772
AUTUN, FRANCE:46.9664:4.26028:61
AUXERRE, FRANCE:47.85:3.49694:49
AVIANO, ITALY:46.0317:12.5964:113
AVIGNON, FRANCE:43.9072:4.90167:64
AVILES, SPAIN:43.5633:W6.03444:26
AVORD, FRANCE:47.0533:2.6325:27
AYACUCHO, PERU:-13.1547:W74.2042:100
AYDIN, TURKEY:37.8158:27.8861:1582
AYOLAS, PARAGUAY:-27.3706:W56.8539:1060
AZENTKILYSZABADJA, HUNGARY:47.0778:17.9683:22
BABELTHUAP, PALAU ISLAND:7.3675:134.544:370
BACAU, ROMANIA:46.5219:26.9103:43
BACOLOD, PHILIPPINES:10.6425:122.929:162
BADAJOZ, SPAIN:38.8911:W6.82111:1440
BADEN-BADEN, GERMANY:48.7911:8.18694:140
BAFOUSSAM, CAMEROON:5.53694:10.3542:402
BAGABAG, PHILIPPINES:16.6189:121.252:183
BAGAN, MYANMAR:21.1819:94.9292:104
BAGE, BRAZIL:-31.3903:W54.1122:50
BAGHDAD, IRAQ:33.2619:44.2339:204
BAGHDOGRA, INDIA:26.6814:88.3281:10
BAGNOLE-DE-L'ORNE, FRANCE:48.5458:W0.387222:9
BAGUIO, PHILIPPINES:16.375:120.619:57
BAHAR DAR, ETHIOPIA:11.6081:37.3214:28
BAHAWALPURE, PAKISTAN:29.3469:71.7114:246
BAHIA BLANCA, ARGENTINA:-38.7247:W62.1692:1000
BAHIA SOLANO, COLOMBIA:6.20278:W77.3944:1667
BAHRAIN, BAHRAIN:25.9183:50.5906:765
BAIA MARE, ROMANIA:47.6583:23.47:233
BAIDOA, SOMALIA:3.09861:43.6242,1000
BAIE COMEAU, CANADA:49.1322:W68.2072:432
BIALYSTOK, POLAND:53.135278:23.145556:102
BAKER LAKE, CANADA:64.2989:W96.0778:182
BAKERSFIELD, USA:35.4333:W119.057:391
BAKHTARAN, IRAN:34.3464:47.1564:500
BAKSHI KA TALAB, INDIA:26.9883:80.8931:41
BAKU, RUSSIA:40.4675:50.0467:2140
BALIKPAPAN, INDONESIA:-1.26806:116.894:503
BALTIMORE, USA:39.1753:W76.6683:239
BALURGHAT, INDIA:25.2608:88.7956:10
BAMAKO, MALI:12.5333:W7.94972:245
BAMBERG, GERMANY:49.9203:10.9142:54
BAMENDA, CAMEROON:6.03917:10.1225:50
BAM, IRAN:29.0839:58.4503:50
BANDA ACEH, INDONESIA:5.52333:95.4203:61
BANDAR ABBAS, IRAN:27.1581:56.1722:50
BANDAR LENGEH, IRAN:26.5317:54.8217:2
BANDAR MAHSHAHR, IRAN:30.5561:49.1517:20
BANDIRMA, TURKEY:40.3178:27.9775:713
BANDOUNDU, ZAIRE:-3.31111:17.3817:222
BANDUNG, INDONESIA:-6.90056:107.576:167
BANGALORE, INDIA:12.9497:77.6681:741
BANGKOK, THAILAND:13.9125:100.607:1569
BANGOR, USA:44.8072:W68.8281:89
BANGUI, CENTRAL AFRICAN REP.:4.39833:18.5186:67
BANJA LUKA, BOSNIA-HERCEGOVINA:44.9414:17.2975:1239
BANJARMASIN, INDONESIA:-3.44194:114.761:98
BANJUL, GAMBIA:13.3378:W16.6519:12
BANNU, PAKISTAN:32.9719:70.5247:100
BARACOA PLAYA, CUBA:20.3656:W74.5064:977
BARAHONA, DOMINICAN REPUBLIC:18.2514:W71.1203:163
BARBACENA, BRAZIL:-21.2669:W43.7608:759
BARCELONA, SPAIN:41.40016140348051:2.159836908862287:101
BARCELONA, VENEZUELA:10.1069:W64.6889:135
BARDUFOSS, NORWAY:69.0556:18.5403:2
BAREILLY, INDIA:28.4222:79.4497:106
BARI, ITALY:41.1383:16.7606:117
BARINAS, VENEZUELA:8.61944:W70.2206:322
BARNAUL, RUSSIA:53.3639:83.5419:321
BARODA, INDIA:22.3361:73.2261:220
BARQUISIMETO, VENEZUELA:10.0425:W69.3583:353
BARRA DEL COLORADO, COSTA RICA:10.7686:W83.5858:811
BARRANCABERMEJA, COLOMBIA:7.02417:W73.8067:1154
BARRANQUILLA, COLOMBIA:10.8894:W74.7806:154
BARROW, USA:71.2853:W156.766:55
BARTH, GERMANY:54.3381:12.71:40
BARYSAW, BELARUS:54.233333:28.5:45
BASRAH, IRAQ:30.5486:47.6622:181
BASSE TERRE, ST. KITTS & NEVIS:17.3111:W62.7186:6
BASTIA, CORSE ISL.:42.5539:9.48333:19
BATA, EQUATORIAL GUINEA:1.90528:9.80556:50
BATAM, INDONESIA:1.12083:104.119:1595
BATMAN, TURKEY:37.9289:41.1161:563
BATON ROUGE, USA:30.5331:W91.1494:199
BATSFJORD, NORWAY:70.6:29.6925:1435
BATTAMBANG, CAMBODIA:13.0956:103.224:293
BATTICALOA, SRI LANKA:7.70556:81.6778:50
BAUDETTE, USA:48.7283:W94.6122:12
BAUMHOLDER, GERMANY:49.65:7.3:69
BAURU, BRAZIL:-22.345:W49.0536:667
BAUTZEN, GERMANY:51.1933:14.5197:66
BAYAMO, CUBA:20.3964:W76.6214:918
BAYREUTH, GERMANY:49.9842:11.6383:66
BEAUFORT, USA:32.4772:W80.7231:65
BEAUMONT, USA:29.9508:W94.0206:220
BEAUNE, FRANCE:47.0058:4.89333:31
BEAUVAIS, FRANCE:49.4544:2.11278:33
BEDFORD, USA:42.4697:W71.2889:36
BEER-SHEBA, ISRAEL:31.2869:34.7228:117
BEIJING, CHINA:40.08:116.584:16808:4144
BEIRA, MOZAMBIQUE:-19.7964:34.9075:633
BEIRUT, LEBANON:33.8133:35.4886:19
BEJAJA, ALGERIA:36.7119:5.06972:120
BELEM, BRAZIL:-1.37917:W48.4761:1059
BELFAST, NORTH IRELAND:54.57925:W5.93892:115
BELGAUM, INDIA:15.8592:74.6181:94
BELIZE CITY, BELIZE:17.5389:W88.3081:35
BELLEVILLE, USA:38.545:W89.835:60
BELLINGHAM, USA:48.7925:W122.537:79
BELO HORIZONTE, BRAZIL:-19.6336:W43.9686:330
BENGHAZI, LIBYA:32.0967:20.2694:314
BENGKULU, INDONESIA:-3.86389:102.341:151
BENGUELA, ANGOLA:-12.6089:13.4036:2100
BENIN, NIGERIA:6.31722:5.59944:1204
BENSON, ENGLAND:51.6161:W1.09556:9
BEOGRAD, YUGOSLAVIA:44.8183:20.3089:360
BEQUIA, ST.VINCENT/GRENADINES:12.9883:W61.2619:367
BERBERATI, CENTRAL AFRICAN REP.:4.22139:15.7861:67
BERGAMO, ITALY:45.6739:9.70417:40
BERGEN, NORWAY:60.2933:5.21806:445
BERGERAC, FRANCE:44.8534568:0.487531:56
BERLIN, GERMANY:52.5170365:13.3888599:891
BERMEJO, BOLIVIA:-22.7694:W64.315:5
BERN, SWITZERLAND:46.9139:7.49694:51
BERTRIX, BELGIUM:49.8872:5.22861:137
BESANCON-LA-VEZE, FRANCE:47.2083:6.08306:5
BETHEL, USA:60.7797:W161.838:129
BETHLEHEM, SOUTH AFRICA:-28.2483:28.3361:27
BETTLES, USA:66.9153:W151.528:4
BEZIERS, FRANCE:43.3239:3.35556:95
BHAIRAWA, NEPAL:27.5056:83.4161:36
BHAUNAGAR, INDIA:21.7519:72.185:108
BHOPAL, INDIA:23.285:77.3372:285
BHUBANESWAR, INDIA:20.2442:85.8178:422
BHUJ, INDIA:23.2878:69.67:56
BIAK, INDONESIA:-1.19:136.108:1746
BIARRITZ-BAYONNE, FRANCE:43.4683:W1.52306:11
BIBERACH, GERMANY:48.1108:9.76278:72
BIDAR, INDIA:17.9078:77.4858:43
BIKANER, INDIA:28.0725:73.2067:155
BILA TSERKVA, UKRAINE:49.798889:30.115278:67
BILASPUR, INDIA:21.9886:82.1111:205
BILBAO, SPAIN:43.3008:W2.91056:41
BILOXI, USA:30.4108:W88.9236:175
BIMA, INDONESIA:-8.53944:118.687:222
BIRATNAGAR, NEPAL:26.4833:87.2636:58
BIRJAND, IRAN:32.8956:59.2756:50
BIRMINGHAM, ENGLAND:52.4796992:W1.9026911:267
BIRMINGHAM, USA:33.5628:W86.7533:383
BISHKEK, RUSSIA:43.0617:74.4783:169
BISHO, SOUTH AFRICA:-32.8969:27.2789:8
BISKRA, ALGERIA:34.7931:5.73806:127
BISSAU, GUINEA BISSAU:11.8947:W15.6536:77
BLACKPOOL, ENGLAND:53.7717:W3.02861:34
BLAGOVESCHENSK, RUSSIA:50.4217:127.41:321
BLANTYRE, MALAWI:-15.6789:34.9739:240
BLIDA, ALGERIA:36.5036:2.81417:53
BLOEMFONTEIN, SOUTH AFRICA:-29.0328:26.1575:236
BLYTHEVILLE, USA:35.9642:W89.9433:53
BOA VISTA, CAPE VERDE ISLANDS:16.1367:W22.8889:631
BOBO-DIOULASSO, BURKINA FASO:11.16:W4.33083:136
BOCA RATON, USA:26.3783:W80.1075:81
BODOE, NORWAY:67.2689:14.3633:1395
BOGOTA, COLOMBIA:4.6533326:W74.083652:1775
BOISE, USA:43.5642:W116.223:206
BOJNORD, IRAN:37.4931:57.3006:36
BOKARO, INDIA:23.6433:86.1486:183
BOLOGNA, ITALY:44.5342:11.2903:140
BOLZANO, ITALY:46.4606:11.3261:52
BOMBAY, INDIA:19.0886:72.8678:603
BOM JESUS DA LAPA, BRAZIL:-13.2619:W43.4081:4116
BORA BORA, FRENCH POLYNESIA:-16.4442:W151.751:30
BORDEAUX, FRANCE:44.841225:W0.5800364:49
BORKUM, GERMANY:53.5953:6.70917:30
BORLANGE, SWEDEN:60.4219:15.515:34
BOSTON, USA:42.3642:W71.005:232
BOTHAVILLE, SOUTH AFRICA:-27.3667:26.6292:43
BOUAKE, IVORY COAST:7.73861:W5.07361:71
BOUFARIK, ALGERIA:36.5458:2.87611:50
BOURGAS, BULGARIA:42.5689:27.5139:253
BOURGES, FRANCE:47.0581:2.37028:68
BOURG, FRANCE:46.2008:5.29194:10
BOURNEMOUTH, ENGLAND:50.7423141383493:W1.8999454858886722:46
BOU SAADA, ALGERIA:35.3325:4.20639:249
BOU SFER, ALGERIA:35.7353:W0.805278:46
BRAGA, ACORES:41.5869:W8.445
BRAILA, ROMANIA:45.269194:27.957472:77
BRAKPAN, SOUTH AFRICA:-26.2386:28.3017:182
BRANDON, CANADA:49.91:W99.9519:77
BRASILIA, BRAZIL:-15.8625:W47.9125:5802
BRASOV, ROMANIA:45.666667:25.616667:267
BRASSCHAAT, BELGIUM:51.3333:4.5:38
BRATISLAVA, SLOVAKIA:48.17:17.2125:367
BRATSK, RUSSIA:56.3708:101.699:262
BRAUNSCHWEIG, GERMANY:52.3192:10.5561:192
BRAZZAVILLE, CONGO:-4.25167:15.2528:263
BREMEN, GERMANY:53.0758196:8.8071646:326
BREMERHAVEN, GERMANY:53.5033:8.57333:93
BREST, FRANCE:48.4478:W4.41833:49
BRIA, CENTRAL AFRICAN REP.:6.52806:21.9889:2
BRIDGETOWN, BARBADOS:13.0744:W59.4922:38
BRIENNE-LE CHATEAU, FRANCE:48.4297:4.48111:21
BRINDISI, ITALY:40.6575:17.9469:333
BRISBANE, AUSTRALIA:-27.467778:153.028056:1000
BRISTOL, ENGLAND:51.4538022:W2.5972985:110
BRIVE, FRANCE:45.1508:1.46917:48
BRONNOYSUND, NORWAY:65.4592:12.2136:4
BROWNSVILLE, USA:25.9067:W97.4258:376
BROYE-LES-PESMES, FRANCE:47.335:5.51361:25
BRUECKEBURG, GERMANY:52.2783:9.08194:68
BRUEGGEN, GERMANY:51.1997:6.13194:61
BRUSSELS, BELGIUM:50.9022:4.49861:32
BRYANSK, RUSSIA:53.2142:34.1764:186
BRYAN, USA:30.7156:W96.3311:140
BUCARAMANGA, COLOMBIA:7.12639:W73.1847:162
BUCHAREST, ROMANIA:44.4325:26.103889:228
BUCKLEY, USA:39.7017:W104.751:10
BUDAPEST, HUNGARY:47.4367:19.2556:525
BUECHEL, GERMANY:50.1736:7.06333:12
BUENAVENTURA, COLOMBIA:3.81944:W76.9897:50
BUENOS AIRES, ARGENTINA:-34.5006:W58.6042:203
BUENOS AIRES, COSTA RICA:9.16694:W83.3325:555
BUFFALO NARROWS, CANADA:55.8419:W108.418:68
BUFFALO, USA:42.9403:W78.7319:136
BUJUMBURA, BURUNDI:-3.32389:29.3183:86
BUKAVU/KAVUMU, ZAIRE:-2.30889:28.8086:45
BUKHARA, RUSSIA:39.775:64.48:143
BULAWAYO, ZIMBABWE:-20.0172:28.6178:1707
BUNIA, ZAIRE:1.56556:30.2208:576
BURBANK, USA:34.2006:W118.359:44
BURGOS, SPAIN:42.3575:W3.62056:107
BURLINGTON, USA:44.4717:W73.1531:40
BURSA, TURKEY:40.2317:29.0092:1036
BURWASH, CANADA:61.3711:W139.041:30
BUSAN, KOREA:35.166667:129.066667:770
BUSHEHR, IRAN:28.9447:50.8344:50
BYDGOSZCZ, POLAND:53.121944:18.000278:175
CABALLOCOCHA, PERU:-3.91667:W70.5081
CABINDA, ANGOLA:-5.59694:12.1883
CABO ROJO, DOMINICAN REPUBLIC:17.9289:W71.6447
CABO VELAS, COSTA RICA:10.3556:W85.8528
CAEN, FRANCE:49.1733:W0.45:25
CAGLIARI, ITALY:39.2514:9.05417:85
CAHORS, FRANCE:44.3511:1.47528
